Job Title,Location,Vacancy Type,Positions Available,Reference Number
Call Centre Operator,NOARLUNGA CENTRE SA,F/T 35 hours+,493,262440
Call or Contact Centre Workers,MASCOT NSW,F/T 35 hours+,50,269460
Call or Contact Centre Workers,MASCOT NSW,P/T <35 hours,3,267774
Call or Contact Centre Workers,CAMPBELLFIELD VIC,P/T <35 hours,5,269172
Call or Contact Centre Workers,ALTONA VIC,Casual,2,266310
Call or Contact Centre Workers,MILL PARK VIC,P/T <35 hours,20,268100
Call or Contact Centre Workers,RICHMOND NORTH VIC,P/T <35 hours,13,263758
Call or Contact Centre Workers,NORTH RYDE NSW,Casual,499,250585
Call or Contact Centre Workers,ESSENDON VIC,P/T <35 hours,20,261436
Call or Contact Centre Workers,MELBOURNE VIC,P/T <35 hours,38,262094
Call or Contact Centre Workers,NEWCASTLE NSW,Casual,50,267485
Call or Contact Centre Workers,MELBOURNE VIC,Casual,8,262672
Call or Contact Centre Workers,OAKLEIGH VIC,Casual,3,267145
Call or Contact Centre Workers,ADELAIDE SA,F/T 35 hours+,15,257703
Call or Contact Centre Workers,MODBURY SA,F/T 35 hours+,,261083
Call or Contact Centre Workers,MAITLAND NSW,P/T <35 hours,,260741
"Call, Contact Centre & Customer Service Managers",MELBOURNE VIC,P/T <35 hours,1,269188
Car Detailer,PARKSIDE SA,Casual,2,267667
Carpenter / Joiners,PERTH WA,Casual,6,269643
Carpenters and Joiners,WOOMERA SA,Casual,1,269325
Carpenters and Joiners,WEBBERTON WA,F/T 35 hours+,1,269028
Carpenters and Joiners,PORT AUGUSTA SA,Casual,20,267286
Carpenters and Joiners,ADELAIDE SA,Casual,2,265819
Chef,HAMILTON NSW,Casual,3,268784
Chef,LANGHORNE CREEK SA,Casual,1,268813
Chef,BELLEVUE WA,Casual,2,267517
Chefs,WOOMERA SA,Casual,1,269324
Chefs,KENSINGTON SA,Casual,1,265958
Chefs,WHYALLA SA,Casual,1,264573
Child Carers,ARMSTRONG CREEK VIC,Casual,1,269163
Child Carers,MAYFIELD NSW,Casual,10,267694
Civil Engineering Professionals,WHYALLA SA,Casual,1,267300
Civil Engineering Professionals,WHYALLA SA,Casual,1,267301
"Clay, Concrete, Glass & Stone Machine Operators",BROMPTON SA,Casual,3,269342
Cleaner,CARRINGTON NSW,Casual,,252513
Cleaners,ADELAIDE SA,Casual,1,269187
Cleaners,OLYMPIC DAM SA,Casual,1,269187
Cleaners,WEBBERTON WA,Casual,1,269208
Cleaners,BERESFIELD NSW,Casual,5,267898
Cleaners,ADELAIDE SA,Casual,5,267373
Cleaners,OLYMPIC DAM SA,Casual,5,267373
Clerical & Administrative Workers,WOOMERA SA,Casual,1,269326
Clerical & Administrative Workers,NARNGULU WA,F/T 35 hours+,1,268926
Clerical & Administrative Workers,BENTLEY WA,Casual,1,268795
Clerical & Administrative Workers,WHYALLA SA,Casual,1,268774
Clerical & Administrative Workers,PERTH WA,Casual,50,268646
Clerical & Administrative Workers,PORT LINCOLN SA,Casual,1,268201
Clerical & Administrative Workers,PARRAMATTA NSW,Casual,1,267895
Clerical & Administrative Workers,MIDLAND WA,F/T 35 hours+,1,267803
Clerical & Administrative Workers,MELBOURNE VIC,Casual,1,267484
Clerical & Administrative Workers,WHYALLA SA,Casual,1,267297
Clerical & Administrative Workers,WHYALLA SA,Casual,,262682
Commercial / Industrial Cleaner,RAYMOND TERRACE NSW,Casual,5,268638
Commercial / Industrial Cleaner,FRANKSTON VIC,Casual,5,267143
Commercial / Industrial Cleaner,TROTT PARK SA,Casual,3,264475
Commercial Cleaners,OSBORNE SA,Casual,6,268777
Commercial Cleaners,CESSNOCK NSW,Casual,3,268214
Commercial Cleaners,ADELAIDE SA,Casual,1,266569
Commercial Cleaners,CHELTENHAM VIC,Casual,5,258364
Commercial Cleaners,MURARRIE QLD,P/T <35 hours,,263557
Commercial Cleaners,PORT LINCOLN SA,Casual,,262006
Community Support Worker,STRATHFIELD NSW,Casual,6,269182
Community Support Worker,GERALDTON WA,Casual,1,268803
Community Support Worker,GERALDTON WA,P/T <35 hours,1,268818
Community Support Worker,TEA GARDENS NSW,Casual,5,267507
Concreters,ALTONA VIC,P/T <35 hours,10,268652
Concreters,WHYALLA SA,Casual,3,267386
Concreters,PORT AUGUSTA SA,Casual,20,267283
Construction and Mining Labourers,PORT AUGUSTA SA,Casual,3,267916
Construction Managers,ADELAIDE SA,Casual,10,267700
Construction Managers,BROMPTON SA,Casual,10,267700
"Contract, Program and Project Administrators",MACQUARIE PARK NSW,Casual,1,267776
"Contract, Program and Project Administrators",WHYALLA SA,Casual,1,267293
Cooks,ADELAIDE SA,Casual,1,268335
Cooks,SEMAPHORE PARK SA,Casual,1,267948
Cooks,DUDLEY PARK SA,Casual,1,268212
Cooks,TAPEROO SA,Casual,1,264517
Couriers and Postal Deliverers,PORT AUGUSTA SA,Casual,5,268660
"Crane, Hoist and Lift Operators",WHYALLA SA,Casual,3,267296
Crop Farm Workers,PORT AUGUSTA SA,Casual,5,269333
Crop Farm Workers,CRYSTAL BROOK SA,Casual,38,267881
Crop Farm Workers,MAITLAND SA,Casual,38,267881
Crop Farm Workers,MALLALA SA,Casual,38,267881
Crop Farm Workers,PINNAROO SA,Casual,38,267881
Customer Service Officer,ROOKWOOD NSW,Casual,1,268231
Customer Service Officer,PERTH WA,Casual,5,267382
Deck and Fishing Hands,PORT LINCOLN SA,Casual,,262018
Delivery Driver,RAYMOND TERRACE NSW,Casual,8,268650
Delivery Driver,GERALDTON WA,Casual,3,268090
Delivery Drivers,ELIZABETH SOUTH SA,Casual,1,268887
Delivery Drivers,KEYSBOROUGH VIC,P/T <35 hours,20,268912
Delivery Drivers,SANDGATE NSW,Casual,1,268758
Dental Assistant,ADELAIDE SA,F/T 35 hours+,30,268625
Diesel Mechanic,BIBRA LAKE WA,Casual,1,269536
Disability Support Worker,GERALDTON WA,P/T <35 hours,2,269350
Dock Hand,FORRESTFIELD WA,Casual,5,268209
Domestic Cleaner,ONKAPARINGA HILLS SA,Casual,1,264539
Domestic Cleaners,PORT AUGUSTA SA,Casual,5,269313
Domestic Cleaners,BOWRAL NSW,Casual,5,268930
Domestic Cleaners,CAMPBELLTOWN NSW,Casual,5,268930
Domestic Cleaners,PORT AUGUSTA SA,Casual,2,268510
Domestic Cleaners,ARMSTRONG CREEK VIC,Casual,1,268220
"Drillers, Miners and Shot Firers",PERTH WA,Casual,1,266005
Driver,DOCKLANDS VIC,F/T 35 hours+,5,269340
Driver,KEILOR EAST VIC,F/T 35 hours+,20,267854
Early Childhood (Pre-primary School) Teachers,BANKSTOWN NSW,Casual,10,261801
Earthmoving Plant Operators,PERTH WA,Casual,5,269359
Earthmoving Plant Operators,COCKBURN CENTRAL WA ,Casual,3,269214
Earthmoving Plant Operators,KALGOORLIE WA,Casual,1,268492
Earthmoving Plant Operators,OLYMPIC DAM SA,Casual,1,267869
Earthmoving Plant Operators,OLYMPIC DAM SA,Casual,1,267871
Earthmoving Plant Operators,CANNING VALE WA,Casual,3,266329
Earthmoving Plant Operators,WHYALLA SA,Casual,3,267299
Earthmoving Plant Operators,ROXBY DOWNS SA,Casual,5,266568
Earthmoving Plant Operators,LIPSON SA,Casual,,262216
Electrical Distribution Trades Workers,WOODVILLE NORTH SA,Casual,1,268491
Electrician,WHYALLA SA,Casual,1,267281
Electricians,PORT LINCOLN SA,Casual,1,269167
Electronics Trades Workers,CLAYTON VIC,P/T <35 hours,1,269306
Engineer,WHYALLA SA,Casual,1,267280
Factory Process Workers,THEBARTON SA,Casual,3,269035
Factory Process Workers,WETHERILL PARK NSW,Casual,9,264816
Factory Process Workers,WELSHPOOL WA,Casual,8,268114
Factory Process Workers,BROADMEADOW NSW,Casual,1,267758
Factory Process Workers,DOREEN VIC,P/T <35 hours,20,267771
Factory Process Workers,WINGFIELD SA,Casual,9,263563
Factory Process Workers,BIBRA LAKE WA,Casual,9,266197
Factory Process Workers,BROADMEADOW NSW,Casual,1,267251
Factory Process Workers,DERRIMUT VIC,P/T <35 hours,5,266183
Factory Process Workers,GILLMAN SA,Casual,9,262736
Factory Process Workers,FOOTSCRAY VIC,P/T <35 hours,,261947
Factory Process Workers,YARRAVILLE VIC,P/T <35 hours,,261949
Factory Worker,CRAIGIEBURN VIC,F/T 35 hours+,2,267400
Farm Hand,GINGIN WA,Casual,20,269532
"Farm, Forestry and Garden Workers",RINGWOOD VIC,Casual,1,267865
Fast Food Cooks,ELIZABETH SA,Casual,1,268807
Fast Food Cooks,ALDINGA BEACH SA,P/T <35 hours,1,267274
Fencers,PORT AUGUSTA SA,Casual,3,267919
Food and Drink Factory Workers,CRAFERS SA,Casual,1,268636
Food and Drink Factory Workers,VIRGINIA SA,Casual,2,268417
Food and Drink Factory Workers,DUDLEY PARK SA,F/T 35 hours+,2,264528
Food and Drink Factory Workers,DUDLEY PARK SA,F/T 35 hours+,1,265498
Food and Drink Factory Workers,MONARTO SA,Casual,1,267256
Food and Drink Factory Workers,MONARTO SA,Casual,3,267257
Food and Drink Factory Workers,PORT LINCOLN SA,Casual,,261042
Food Trades Assistants,BEDFORD PARK SA,Casual,5,268318
Forklift Driver,PERTH WA,Casual,10,269645
Forklift Driver,PERTH WA,Casual,10,269467
Forklift Driver,PERTH WA,Casual,5,269487
Forklift Driver,CANNING VALE WA,Casual,1,269531
Forklift Driver,KEWDALE WA,Casual,1,269534
Forklift Driver,PERTH WA,Casual,1,267162
Forklift Driver,EASTERN CREEK NSW,Casual,14,266990
Forklift Driver,LAVERTON NORTH VIC,F/T 35 hours+,1,267272
Forklift Driver,HOPPERS CROSSING VIC,Casual,5,267275
Forklift Drivers,DANDENONG VIC,P/T <35 hours,5,269066
Forklift Drivers,KEWDALE WA,Casual,5,268665
Forklift Drivers,MERNDA VIC,P/T <35 hours,10,268643
Forklift Drivers,PERTH AIRPORT WA,Casual,1,267007
Forklift Drivers,SOMERTON VIC,P/T <35 hours,3,267798
Forklift Drivers,BIBRA LAKE WA,Casual,8,267691
Forklift Drivers,MAIDSTONE VIC,Casual,3,267760
Forklift Drivers,WETHERILL PARK NSW,Casual,4,261833
Forklift Drivers,SUNSHINE WEST VIC,P/T <35 hours,20,267260
Forklift Drivers,EASTERN CREEK NSW,Casual,10,266891
Forklift Drivers,INGLEBURN NSW,Casual,10,265501
Freight and Furniture Handlers,STRATHALBYN SA,Casual,1,268910
Freight and Furniture Handlers,WEBBERTON WA,Casual,3,267806
Gaming Workers,WHYALLA NORRIE SA,Casual,1,267276
Garden and Nursery Labourers,GOSNELLS WA,Casual,1,266742
Gardeners,SEVEN HILLS NSW,Casual,2,269328
Gardeners,MAYFIELD NSW,Casual,1,267271
Glaziers,ADELAIDE SA,Casual,1,268215
Graphic Designer,GLENSIDE SA,Casual,1,269196
Greenkeepers,YULARA NT,Casual,10,268263
Hairdressers,GREENACRES SA,Casual,1,268533
Hairdressers,ARMADALE WA,Casual,1,266476
Hairdressers,ARMADALE WA,Casual,1,266478
Hospitality Worker,PERTH WA,Casual,10,269072
Hospitality Worker,PERTH WA,Casual,3,267377
Hospitality Worker,WHYALLA PLAYFORD SA,Casual,6,268527
"Hospitality, Retail and Service Managers",WOOMERA SA,Casual,1,269323
"Hospitality, Retail and Service Managers",OLYMPIC DAM SA,Casual,10,265381
Hotel and Motel Managers,WHYALLA PLAYFORD SA,Casual,1,269310
Housekeepers,WHYALLA SA,Casual,1,267863
Housekeepers,NEWCASTLE NSW,Casual,3,267678
Housekeeping / Room Attendant,PERTH WA,Casual,2,255277
Human Resource Professionals,PARRAMATTA NSW,Casual,1,267875
ICT Business and Systems Analysts,PARRAMATTA NSW,Casual,1,267877
ICT Support Technicians,ROWVILLE VIC,Casual,1,267394
Industrial Spraypainters,WELSHPOOL WA,Casual,1,265998
Kitchenhands,PORT AUGUSTA SA,Casual,2,268648
Kitchenhands,ADELAIDE SA,Casual,1,268433
Kitchenhands,DERNANCOURT SA,Casual,1,267588
Kitchenhands,WHYALLA SA,Casual,,262683
Labourer,PERTH WA,Casual,10,269461
Labourer,PERTH AIRPORT WA,Casual,5,269537
Labourer,PERTH WA,Casual,10,268509
Labourer,PERTH WA,Casual,1,268626
Labourer,PERTH WA,Casual,5,268775
Labourer,MULGRAVE VIC,P/T <35 hours,20,268496
Labourer,SALISBURY PLAIN SA ,Casual,1,268034
Labourer,SHEIDOW PARK SA,Casual,1,265393
Labourer,PASADENA SA,Casual,1,265402
Labourer,BROOKLYN VIC,Casual,10,267593
Laundry Worker,PORT AUGUSTA SA,Casual,1,269329
Laundry Worker,PORT AUGUSTA SA,Casual,1,268416
Machine Operator,PERTH WA,Casual,10,264518
Machine Operator,PERTH WA,Casual,10,268035
Machine Operator,PERTH WA,Casual,10,268036
Machine Operator,PERTH WA,Casual,5,268901
Machine Operator,BAYSWATER WA,Casual,2,268673
Machine Operator,BAYSWATER WA,Casual,2,267896
Machine Operators,DERRIMUT VIC,P/T <35 hours,10,268645
Machine Operators,WALLSEND NSW,Casual,4,267779
Maintenance Worker,PORT AUGUSTA SA,Casual,1,268415
Manufacturers,MARLESTON SA,Casual,1,269045
Manufacturers,PERTH WA,Casual,15,268223
"Meat, Poultry and Seafood Process Workers",BORDERTOWN SA,Casual,5,268664
"Meat, Poultry and Seafood Process Workers",SCONE NSW,Casual,5,267897
"Meat, Poultry and Seafood Process Workers",BERESFIELD NSW,Casual,5,267159
"Meat, Poultry and Seafood Process Workers",PORT WAKEFIELD SA,Casual,10,259230
Medical Technicians,BELMONT WA,Casual,1,269179
"Metal Casting, Forging & Finishing Trades",PORT LINCOLN SA,Casual,1,269170
"Metal Casting, Forging & Finishing Trades",WHYALLA SA,Casual,6,268425
Metal Engineering Process Workers,ISLINGTON NSW,Casual,1,269019
Metal Fitters and Machinists,WHYALLA SA,Casual,1,268427
Metal Fitters and Machinists,KELMSCOTT WA,Casual,1,268552
Metal Fitters and Machinists,BALCATTA WA,Casual,1,268331
Metal Fitters and Machinists,PERTH WA,Casual,1,268358
Metal Fitters and Machinists,WHYALLA SA,Casual,,262126
Mobile Plant Operators,ADELAIDE SA,Casual,5,268801
Mobile Plant Operators,GILBERTON SA,Casual,1,267302
Motor Mechanic,RAYMOND TERRACE NSW,Casual,1,268374
Motor Mechanics,SYDNEY NSW,F/T 35 hours+,6,269212
Motor Mechanics,KENWICK WA,Casual,1,267368
Motor Mechanics,TWO WELLS SA,Casual,1,267185
Motor Mechanics,FOUNTAINDALE NSW,Casual,1,267265
Motor Mechanics,FOUNTAINDALE NSW,Casual,1,267267
Motor Vehicle and Vehicle Parts Salespersons,RUTHERFORD NSW,Casual,1,268108
Motor Vehicle Parts and Accessories Fitters,KWINANA TOWN CENTRE WA,Casual,1,266767
Nursing Support and Personal Care Workers,PARADISE SA,Casual,1,262762
Nursing Support and Personal Care Workers,PENNINGTON SA,Casual,3,268336
Nursing Support and Personal Care Workers,TRINITY GARDENS SA,Casual,4,267506
Other Cleaners,LIVERPOOL NSW,Casual,399,253322
Other Clerical and Office Support Workers,WHYALLA NORRIE SA,Casual,1,269480
Other Clerical and Office Support Workers,SALISBURY SA,Casual,2,268808
Other Clerical and Office Support Workers,GERALDTON WA,F/T 35 hours+,1,268819
Other Clerical and Office Support Workers,NORTH ADELAIDE SA,Casual,1,268776
Other Clerical and Office Support Workers,NORWOOD SA,Casual,1,267697
Other Hospitality Workers,BALCATTA WA,Casual,5,269353
Other Hospitality Workers,SYDNEY NSW,Casual,3,269194
Other Hospitality Workers,ALDINGA SA,P/T <35 hours,1,269067
Other Hospitality Workers,GERALDTON WA,Casual,1,268931
Other Hospitality Workers,PORT AUGUSTA SA,Casual,1,268236
Other Hospitality Workers,PERTH WA,Casual,5,266192
Other Hospitality Workers,YULARA NT,Casual,,251851
Other Miscellaneous Labourers,GREENWOOD WA,Casual,1,269519
Other Miscellaneous Labourers,HAMILTON NSW,Casual,1,269311
Other Miscellaneous Labourers,RUTHERFORD NSW,Casual,1,269441
Other Miscellaneous Labourers,CANNING VALE WA,Casual,2,269073
Other Miscellaneous Labourers,WHITTINGHAM NSW,F/T 35 hours+,5,269158
Other Miscellaneous Labourers,PORT LINCOLN SA,Casual,1,269174
Other Miscellaneous Labourers,WHYALLA SA,Casual,2,269176
Other Miscellaneous Labourers,WHYALLA SA,Casual,6,269184
Other Miscellaneous Labourers,PADSTOW NSW,Casual,1,255133
Other Miscellaneous Labourers,TAREN POINT NSW,Casual,1,255133
Other Miscellaneous Labourers,WELSHPOOL WA,Casual,4,268894
Other Miscellaneous Labourers,EDWARDSTOWN SA,F/T 35 hours+,3,268896
Other Miscellaneous Labourers,CANNING VALE WA,Casual,5,268907
Other Miscellaneous Labourers,WHYALLA SA,Casual,1,268793
Other Miscellaneous Labourers,WHYALLA NORRIE SA,Casual,1,268815
Other Miscellaneous Labourers,GERALDTON WA,F/T 35 hours+,1,268868
Other Miscellaneous Labourers,GERALDTON WA,F/T 35 hours+,1,268875
Other Miscellaneous Labourers,PORT AUGUSTA SA,Casual,15,261440
Other Miscellaneous Labourers,GLEN OSMOND SA,Casual,3,268321
Other Miscellaneous Labourers,ADELAIDE SA,Casual,3,268388
Other Miscellaneous Labourers,WHYALLA SA,Casual,2,268760
Other Miscellaneous Labourers,BURTON SA,Casual,1,268765
Other Miscellaneous Labourers,PEMULWUY NSW,Casual,17,209048
Other Miscellaneous Labourers,CROYDON PARK SA,Casual,3,256360
Other Miscellaneous Labourers,EDWARDSTOWN SA,Casual,2,268320
Other Miscellaneous Labourers,ADELAIDE SA,Casual,1,268326
Other Miscellaneous Labourers,WHYALLA SA,Casual,5,268398
Other Miscellaneous Labourers,WHYALLA SA,Casual,4,262534
Other Miscellaneous Labourers,WHYALLA SA,Casual,6,268330
Other Miscellaneous Labourers,PORT AUGUSTA SA,Casual,1,268404
Other Miscellaneous Labourers,MUSWELLBROOK NSW,Casual,10,268205
Other Miscellaneous Labourers,MOUNT THORLEY NSW,Casual,3,268222
Other Miscellaneous Labourers,SINGLETON NSW,Casual,1,268112
Other Miscellaneous Labourers,CLAREMONT WA,Casual,5,268118
Other Miscellaneous Labourers,CARDIFF NSW,Casual,5,267906
Other Miscellaneous Labourers,WHYALLA SA,Casual,3,267920
Other Miscellaneous Labourers,PORT AUGUSTA SA,Casual,2,267925
Other Miscellaneous Labourers,WHYALLA SA,Casual,1,267859
Other Miscellaneous Labourers,MALAGA WA,Casual,1,267706
Other Miscellaneous Labourers,PORT AUGUSTA SA,Casual,1,267780
Other Miscellaneous Labourers,BYFORD WA,Casual,1,266764
Other Miscellaneous Labourers,KILBURN SA,Casual,2,258286
Other Miscellaneous Labourers,MONARTO SA,Casual,4,265631
Other Miscellaneous Labourers,WEST GOSFORD NSW,Casual,1,267259
Other Miscellaneous Labourers,NEWCASTLE NSW,Casual,2,267268
Other Miscellaneous Labourers,NEWCASTLE NSW,Casual,2,267269
Other Miscellaneous Labourers,WHYALLA SA,Casual,250,267278
Other Miscellaneous Labourers,MELBOURNE VIC,Casual,5,267142
Other Miscellaneous Labourers,ELIZABETH SA,Casual,10,259590
Other Miscellaneous Labourers,EPPING VIC,P/T <35 hours,,261946
Packers,DERRIMUT VIC,P/T <35 hours,20,269322
Packers,ERSKINE PARK NSW,Casual,100,265811
Packers,MOOREBANK NSW,Casual,97,219329
Packers,MELBOURNE VIC,P/T <35 hours,10,268647
Packers,GEPPS CROSS SA,Casual,6,268411
Packers,MILE END SOUTH SA,Casual,1,267890
Packers,ERSKINE PARK NSW,Casual,100,265812
Painting Trades Workers,ISLINGTON NSW,Casual,1,269021
Painting Trades Workers,WHYALLA SA,Casual,1,268500
Panel Beater,LANDSDALE WA,Casual,1,267922
Panel Beater,Campbellfield VIC,Casual,1,267072
Pharmacists,PORT LINCOLN SA,Casual,1,268199
Pick Packer,YENNORA NSW,Casual,20,256222
Pick Packer,ROSEWORTHY SA,F/T 35 hours+,1,269314
Pick Packer,DRY CREEK SA,P/T <35 hours,2,268022
Pick Packer,INGLEBURN NSW,Casual,3,267885
Pick Packer,MELBOURNE VIC,P/T <35 hours,,256836
Plant Operator,TELFER WA,Casual,8,267918
Plant Operator,PERTH WA,Casual,5,268773
Plant Operator,VICTORIA PARK WA,Casual,2,266167
Plant Operator,WHYALLA SA,Casual,,259107
Plumber,BALCATTA WA,Casual,1,269032
Plumber,JOONDALUP WA,Casual,1,268539
Private Tutors and Teachers,NEWCASTLE NSW,Casual,,249746
Process Worker,GINGIN WA,Casual,5,268132
Process Worker,TULLAMARINE VIC,P/T <35 hours,3,267793
Process Worker,WELSHPOOL WA,Casual,2,265109
Product Assemblers,WINGFIELD SA,Casual,1,269068
Product Assemblers,BAYSWATER VIC,F/T 35 hours+,20,265372
Product Assemblers,TULLAMARINE VIC,P/T <35 hours,10,268634
Product Assemblers,POORAKA SA,Casual,2,267662
Product Assemblers,WETHERILL PARK NSW,Casual,1,267395
Product Assemblers,GEELONG NORTH VIC,Casual,4,267295
Project Manager,WHYALLA SA,Casual,1,267289
Railway Track Workers,MAITLAND NSW,Casual,1,269157
Railway Track Workers,SYDNEY NSW,F/T 35 hours+,50,268506
Railway Track Workers,SYDNEY NSW,Casual,10,267496
Receptionist,PORT AUGUSTA SA,Casual,1,269327
Receptionist,PORT AUGUSTA SA,F/T 35 hours+,1,268504
Receptionist,CESSNOCK NSW,P/T <35 hours,1,268371
Receptionists,GOODWOOD SA,Casual,1,269319
Receptionists,PORT LINCOLN SA,Casual,1,268200
Receptionists,NELSON BAY NSW,Casual,1,267682
Relief Teacher,KEW VIC,P/T <35 hours,20,269470
Retail / Sales Assistant,PORT AUGUSTA SA,Casual,2,269207
Retail / Sales Assistant,RUTHERFORD NSW,Casual,1,268221
Retail Managers,WHYALLA SA,Casual,1,269047
Rigger,PERTH WA,Casual,10,269644
Road Traffic Controllers,MADDINGTON WA,Casual,3,268640
Road Traffic Controllers,MALAGA WA,Casual,3,262686
Road Traffic Controllers,MELBOURNE VIC,Casual,5,257254
Road Traffic Controllers,CAMPBELLFIELD VIC,Casual,10,267477
Road Traffic Controllers,MIDVALE WA,P/T <35 hours,,262155
Safety Inspectors,WHYALLA SA,Casual,1,267292
Sales Assistants (General),MOORABBIN VIC,P/T <35 hours,1,267150
Sales Assistants (General),PORT LINCOLN SA,Casual,1,269173
Sales Assistants (General),WESTON NSW,Casual,1,268428
Sales Assistants (General),KESWICK SA,Casual,1,268119
Sales Assistants (General),CANNING VALE WA,Casual,1,267583
Sales Assistants (General),PORT AUGUSTA SA,Casual,1,267366
Sales Assistants (General),WHYALLA SA,Casual,1,267190
Sales Representatives,WOODVILLE GARDENS SA,F/T 35 hours+,1,263856
Sales Representatives,TORONTO NSW,Casual,1,267291
Sales Representatives,MAYFIELD NSW,Casual,1,267270
Security Officers,UNLEY SA,Casual,5,269504
Security Officers,ADELAIDE SA,Casual,60,268126
Security Officers and Guards,BALCATTA WA,Casual,3,269355
Security Officers and Guards,GOSNELLS WA,Casual,5,268127
Security Officers and Guards,THE ENTRANCE NSW,Casual,5,269161
Security Officers and Guards,SYDNEY NSW,Casual,20,261450
Security Officers and Guards,MELBOURNE VIC,Casual,1,267398
Security Officers and Guards,ADELAIDE SA,Casual,3,264991
Security Officers and Guards,ELIZABETH SOUTH SA,Casual,,261579
Security Officers and Guards,ADELAIDE SA,P/T <35 hours,,260656
Sewing Machinist,ASHFORD SA,P/T <35 hours,1,269507
Social Worker,PARRAMATTA NSW,F/T 35 hours+,20,268251
Special Care Workers,ADELAIDE SA,Casual,4,269521
Special Care Workers,FRANKSTON VIC,F/T 35 hours+,3,268498
Special Care Workers,MELBOURNE VIC,Casual,3,268241
Special Care Workers,MODBURY SA,Casual,14,268319
Special Care Workers,EDWARDSTOWN SA,Casual,,256374
Spray Painter,WELSHPOOL WA,Casual,1,256046
Storeperson,HENDERSON WA,Casual,5,269515
Storeperson,PERTH WA,Casual,1,269516
Storeperson,GUILDFORD WA,Casual,5,262999
Storeperson,Ascot WA,Casual,1,268899
Storeperson,WERRIBEE VIC,P/T <35 hours,10,268651
Storeperson,NEWMAN WA,Casual,1,267584
Storeperson,CANNING VALE WA,Casual,1,261872
Storepersons,WICKHAM NSW,Casual,1,269498
Storepersons,REGENCY PARK SA,Casual,1,268904
Storepersons,YENNORA NSW,Casual,10,257504
Storepersons,MULGRAVE VIC,Casual,9,262046
Storepersons,TRUGANINA VIC,P/T <35 hours,13,267087
Storepersons,DANDENONG VIC,P/T <35 hours,20,267884
Storepersons,MAIDSTONE VIC,Casual,5,267759
Storepersons,DANDENONG SOUTH VIC,Casual,10,267494
Storepersons,CHIPPING NORTON NSW,Casual,48,245124
Storepersons,FAIRFIELD EAST NSW,Casual,4,265127
Structural Steel and Welding Trades Workers,MOUNT BARKER SA,Casual,1,268921
Structural Steel and Welding Trades Workers,PERTH WA,Casual,1,268924
